ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,E001  University Visveswariah College of Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
IE Info.Science,16916,--,45641,12199,--,12804,18236,76647,24723,19867,--,--,9673,--,--,8473,10746,11021,101906,--,--,10572,--,--
ME Mechanical,28765,--,29571,22633,22864,30566,20126,--,--,19705,--,--,15867,--,17295,13169,16183,17161,54987,32546,72415,33129,--,34840
54,,E054  K V G College of Engineering  Sullia,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126739,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127037,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126970,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126329,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125424,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125429,--,--,--,--,--,--,--,--
55,,E055  P A College of Engineering  Mangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,--,--,--,60994,--,--,58503,--,--,--,--,--,--,--,--,56625,--,58116,116808,--,--,85945,--,114473
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125993,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115172,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125543,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117795,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126554,--,--,--,--,--,--,--,--
56,,,E056  The National Institute of Engineering  Mysore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,7795,--,--,7133,--,8333,6348,--,--,3528,12402,--,3700,--,--,2949,7574,6575,28238,--,30283,11336,--,20245
EC Electronics,6894,--,--,7060,--,12675,5395,23761,--,3954,--,--,5653,--,--,3731,--,6427,24873,--,43971,--,--,--
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
56,,,E056  The National Institute of Engineering  Mysore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
IE Info.Science,11891,--,28110,8674,--,13595,13964,--,--,5531,--,--,5201,21855,7129,4893,8860,6787,27945,--,54184,12084,--,--
ME Mechanical,18046,--,--,9700,--,15265,8589,--,--,5816,--,--,6141,--,--,5096,--,12014,28459,31098,40695,13506,--,--
57,,,,E057  JSS Science and Technology University(Formerly SJCE)  Mysore,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,--,--,--,27434,--,--,--,--,--,14334,24176,--,--,--,--,12808,--,--,45087,--,--,33755,--,57010
CE Civil,--,--,--,18137,--,--,--,48998,--,--,--,--,13831,--,--,13750,14638,18006,24168,--,--,15516,--,31132
CS Computers,--,--,--,4454,--,6803,4383,--,--,--,--,--,2216,--,--,1823,4467,3728,22680,--,28802,8373,--,--
CT Const. Tech.,34989,--,--,37799,--,69614,20484,--,--,22252,--,--,39575,--,--,19807,--,41691,55822,--,--,41549,--,--
Mgmt.,,,,,,,,,,,,,,,,,,,,,,,,
EC Electronics,--,--,--,5011,--,10405,7155,--,--,2285,--,--,2683,--,--,2273,3837,3920,16634,--,62449,--,--,--
IE Info.Science,--,--,--,8355,--,--,9598,--,--,3694,--,--,3151,--,--,2621,--,6378,31071,39462,67095,--,--,--
ME Mechanical,--,--,--,13144,--,21555,--,--,--,8135,--,--,7806,--,--,6438,9665,12616,29524,--,50581,--,--,--
58,,E058  P E S College of Engineering  Mandya,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,37451,--,--,--,--,--,--,55493,--,26857,--,--,25093,--,28368,36553,--,--,30279,--,45341
CS Computers,26916,--,--,24876,--,27698,39493,69021,42400,15583,--,19506,18835,--,--,14845,26545,19404,46362,--,31680,15838,--,--
EC Electronics,27126,--,--,30627,--,61930,22937,--,--,16576,--,--,16593,--,--,16019,18993,17670,43009,--,54208,--,--,--
IE Info.Science,--,--,--,25860,--,--,--,--,--,--,--,--,23429,--,--,16875,--,23039,54631,--,--,--,--,72566
59,,E059  P D A College of Engineering  Gulbarga,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AU Automobile,--,--,--,76425,--,--,--,--,--,114288,--,--,--,--,--,50635,--,88381,108511,--,--,--,--,--
CE Civil,--,--,--,38247,--,--,37968,--,--,42320,--,59721,32532,--,--,31329,--,33095,37193,--,--,--,--,--
CR Ceramics,--,--,--,93675,--,--,--,--,--,--,--,--,--,--,--,56162,--,86116,84949,--,--,--,--,--
CS Computers,--,--,--,31536,--,--,21217,--,71811,37527,--,--,28506,--,--,20113,26672,28212,29554,--,--,--,--,--
EC Electronics,--,--,--,40149,--,--,--,--,--,--,--,--,--,--,32968,26174,34383,--,53094,--,--,38671,--,--
IE Info.Science,--,--,--,47119,--,--,--,--,--,--,--,--,--,--,--,33943,--,--,64766,--,--,95133,--,--
IT Inst.Tech.,--,--,--,67334,--,--,--,--,--,--,--,--,--,--,--,43820,--,53593,78760,--,--,--,--,--
60,,,E060  Dr. Ambedkar Institute Of Technology  Bangalore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,28181,--,--,--,--,--,24846,26742,--,--,--,--,23901,--,26658,33448,--,--,25005,--,31926
CS Computers,20118,--,--,14264,--,17451,13715,81295,47132,11478,--,20317,11511,--,--,11468,14080,17417,36330,--,48470,21387,--,--
EC Electronics,12904,28545,--,16913,--,19992,21278,--,--,12327,--,--,11164,--,--,10874,--,18490,44959,--,45433,--,--,--
IE Info.Science,23106,--,--,15752,--,23513,20652,--,--,13657,--,--,15603,--,--,13371,18654,16900,41362,--,--,--,--,--
MD Med.Elect.,--,--,--,36062,--,--,--,--,--,--,--,--,42253,--,--,26230,62979,55281,70336,--,124318,--,--,--
ME Mechanical,35158,--,--,23875,--,35385,25526,--,--,22977,--,--,25773,31904,--,21382,--,31327,44359,--,59332,39225,--,--
61,,,E061  University B.D.T. college of Engineering  Davangere,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,26133,--,--,30330,31840,35478,23953,--,--,23555,--,--,24160,--,--,22948,24227,26498,41051,45398,44272,29625,--,29942
CS Computers,30504,--,--,25868,--,32236,35102,--,--,26537,61441,--,22218,--,--,19639,20798,23267,49785,--,68187,28399,--,34169
EC Electronics,27646,--,--,25283,28315,38009,33093,--,--,23998,--,--,23539,--,24823,17569,18421,22579,48414,51709,72880,32210,--,--
EE Electrical,34162,--,--,31425,--,31624,32666,40680,36902,36518,--,38301,32725,--,--,25754,26517,31279,46037,--,48060,33231,--,--
EI Elec. Inst.,47736,64565,82796,60402,--,63232,49245,--,--,63255,--,85895,50386,--,--,43109,56133,60620,97030,--,119286,66251,--,--
Engineering,,,,,,,,,,,,,,,,,,,,,,,,
IP Ind.Prodn.,92479,--,--,,105036125912,--,85148,--,101854,70012,--,--,71803,--,91824,69154,71882,87206,127351,--,--,90967,--,--
ME Mechanical,37606,--,40846,34191,--,40706,37085,--,--,36269,--,--,29796,30354,30725,27687,28799,29755,59522,--,63764,31944,--,--
62,,,,E062  Bapuji Institute of Engineering and Technology  Davangere,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,50668,--,--,60756,--,--,53145,--,--,49215,119925,--,39005,--,--,38885,--,50564,62638,--,--,--,--,59814
CE Civil,34511,--,38570,29695,--,34451,29812,41361,--,31221,--,49167,25319,--,--,23675,28162,31257,42130,--,51455,25278,--,--
CH Chemical,91974,--,--,57176,--,--,--,--,--,68428,--,--,--,--,--,34280,40538,53375,110241,--,--,74992,--,--
CS Computers,13195,17366,--,23908,--,27143,21461,--,47623,20482,--,--,13617,--,22922,12821,14105,21178,57128,--,65513,20519,--,--
EC Electronics,28128,--,--,23601,--,30812,32811,--,--,21336,--,50688,13533,25116,--,12275,14809,22785,46896,--,67486,14480,--,--
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,E062  Bapuji Institute of Engineering and Technology  Davangere,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
EE Electrical,30373,--,--,26915,34958,51777,40446,--,--,32474,--,--,26082,--,--,23858,--,28534,30804,--,40090,38915,--,--
EI Elec. Inst.,--,--,--,52713,--,75154,--,--,--,85556,--,--,--,--,--,32888,50663,33555,91633,--,--,84521,--,--
Engineering,,,,,,,,,,,,,,,,,,,,,,,,
IE Info.Science,40228,--,102810,28473,58305,28492,27211,--,--,24849,--,--,20714,--,29457,20257,24084,26509,79821,90755,122400,38598,--,--
ME Mechanical,38969,--,--,35901,--,39814,29367,--,44943,28191,--,--,32329,--,--,27412,30316,31600,60366,69398,79527,30657,--,--
TX Textiles,--,--,--,93986,--,--,66135,--,--,--,--,--,63260,--,--,58330,68767,70589,127290,--,--,--,--,--
63,,E063  S J M Institute of Technology  Chitradurga,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AU Automobile,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127482,--,--,--,--,--,--,--,--
CE Civil,82682,--,--,76145,--,--,89113,--,125786,87582,--,--,71921,--,--,66101,68939,74217,73311,--,--,--,--,--
CS Computers,87224,--,96014,102170,--,--,84769,--,--,94959,--,--,93999,113126,--,84179,85036,92124,100435,--,111578,95798,--,--
EC Electronics,108379,--,--,127415,--,--,100768,--,--,101454,--,--,104852,--,--,99404,103375117849,,125546,--,--,114345,--,--
EE Electrical,91748,--,--,95966,--,--,101518,--,--,--,--,--,116045,--,--,85402,--,89031,102662103404,,--,--,--,103295
ME Mechanical,89241,--,--,101604,--,--,97768,--,--,99655,--,--,--,--,--,87612,92106,92132,109342,--,121248,97390,--,--
64,,,E064  Adhichunchanagiri Institute of Technology  Chickmagalur,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,50298,61178,--,46887,--,52231,42870,--,50989,36471,--,--,40144,--,44428,33552,36507,40020,59006,--,73839,41162,--,--
CS Computers,46034,--,--,34918,--,35005,26176,--,--,31051,--,33648,25323,42847,--,24378,27586,30428,81686,--,--,83952,--,--
EC Electronics,44196,--,58562,38964,39382,46709,31617,--,--,31065,--,--,32958,--,39297,30890,33082,38617,91656,97280,117841,46594,--,--
EE Electrical,83278,--,--,43923,--,57415,56179,--,--,39986,--,--,41441,--,--,39603,48968,47826,95221,--,--,85415,--,99859
IE Info.Science,55960,--,--,49197,56837,90162,28668,--,--,31386,--,--,29138,--,--,28587,--,36479,89141,--,109612,--,--,--
ME Mechanical,55726,--,--,54023,--,98198,53672,--,--,46017,--,80173,44920,--,--,42244,48965,44329,98531,105005,--,48914,--,--
65,,,,E065  Jawaharlal Nehru National College of Engineering  Shimoga,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,34479,--,--,38001,41561,41110,30411,--,--,31097,--,67384,30357,--,--,29043,32102,36362,47083,65167,52834,41273,--,--
CS Computers,36524,--,--,18352,--,35470,23288103777,,70921,12897,--,--,14922,--,29772,11711,16665,20534,51470,--,72020,20716,--,--
EC Electronics,39254,55492,--,23950,--,33941,17689,--,79596,27208,--,--,18685,--,--,17307,18730,32076,53637,--,97279,19394,--,--
EE Electrical,34481,--,--,37278,--,--,41613,--,--,36260,--,--,31721,--,--,30998,39316,45094,61873,--,--,--,--,64160
IE Info.Science,40419,--,44537,32171,--,35269,40438,--,--,26731,--,--,25545,33706,34456,21919,23721,28325,76223,--,--,22635,--,--
ME Mechanical,44307,--,68433,40726,45258,51884,34457,--,--,34267,--,--,33976,--,--,32211,42695,40217,55089,65527,65579,45933,--,--
TC Telecommn.,59913,--,--,55541,--,105785,75400,--,--,67706,--,--,58238,--,--,49139,49532,55457,100853,--,109807,60287,--,--
70,,,E070  Bahubali College of Engineering  Shravanabelogala,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,112331,--,,123430110609,--,--,--,--,--,--,--,--,88694,--,100315,80807,88693,97046,99989,--,--,89361,--,--
CS Computers,--,--,--,121264,--,--,86242,--,--,75365,--,--,--,--,--,73648,--,73875,122677,--,--,101804,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,108767,--,--,103591,--,--,,100780115811,124619114746,,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,122004,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,98026,--,--,96509,--,--,93282,110032110428,,126104,--,--,--,--,--
71,,,E071  Vidya Vardhaka College of Engineering  Mysore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,25133,--,--,28661,--,--,20450,--,--,20195,--,33195,24250,--,--,19271,30297,31467,32600,--,--,--,--,46505
CS Computers,12893,--,37656,17632,--,37172,12146,--,--,12654,--,--,12745,26572,24353,9177,14091,16302,40499,--,58159,22696,--,--
EC Electronics,16551,--,--,22175,34255,46390,18962,--,34475,12779,--,--,15387,--,--,11878,24264,18321,37313,41647,53459,18019,--,--
EE Electrical,34053,--,--,32910,--,41598,29945,--,--,19809,--,--,24714,--,--,19353,24556,19434,40857,--,58409,--,--,--
IE Info.Science,32225,--,--,22317,57993,25817,23135,--,--,14288,--,--,15354,--,--,13466,--,19386,43572,--,90089,19597,--,--
ME Mechanical,25643,--,--,31203,--,51056,19053,--,--,20367,--,--,27384,--,28326,17370,24248,25321,42333,67890,70267,21383,--,--
75,,,E075  Ballari Institute of Technology and Management  Bellary,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,66640,--,--,66615,--,91447,--,--,--,60611,--,70189,--,--,--,43177,--,52768,65174,--,--,46307,--,--
CS Computers,62821,--,--,42474,--,--,33092,--,79760,27283,--,--,39346,--,70044,26059,40919,42561,64583,--,--,--,--,--
EC Electronics,55204,--,--,37932,59133,56585,36820,--,--,25383,--,--,29972,--,--,23417,37071,43398,126891,--,--,44619,--,--
EE Electrical,82123,--,--,64307,--,--,65376,--,--,--,--,--,54123,--,--,39518,--,42313,82324,94368,--,--,--,--
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
75,,,E075  Ballari Institute of Technology and Management  Bellary,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
ME Mechanical,66978,--,--,58188,--,81594,70654,--,--,63188,--,--,72396,--,--,47409,56818,73215,127156,--,--,58125,--,--
76,,,E076  Proudadevaraya Institute of Technology  Hospet,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,97687,--,--,--,--,--,97001,--,102560,--,--,--,75859,--,83968,99012,--,--,80851,--,--
CS Computers,--,--,--,116524,--,--,--,--,--,95366,--,--,--,--,--,84714,87266,--,86104,--,--,119131,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127516,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,122597,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127566,--,--,--,--,--,--,--,--
77,,,,E077  Vidya Vikas Institute of Engineering and Technology  Mysore,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,40458,--,--,47910,--,70114,54122,--,--,34396,--,44187,35588,44800,--,32134,--,33735,49828,--,--,--,--,--
CS Computers,38655,--,--,35090,--,41074,35074,--,--,29445,--,--,37986,--,--,28886,33387,33450,63911,--,73016,--,--,--
EC Electronics,44101,--,--,49125,65469,49637,54045,--,--,39526,--,--,41448,--,--,38868,44052,49111,58784,67265,73356,54812,--,--
EE Electrical,60754,--,113132,65877,103719,95056,59215,--,--,60912,--,--,65102,--,71455,58868,64062,70677,80322,--,96922,72107,--,--
IE Info.Science,67288,--,--,54990,--,--,46982,--,--,42453,--,--,42151,--,--,41215,--,66475,91264,--,--,--,--,81577
ME Mechanical,50899,--,--,48945,--,73989,46647,--,--,45724,--,--,47583,--,--,43938,48951,52843,70892,--,84234,--,--,--
78,,E078  The Oxford College of Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AU Automobile,76908,--,--,79431,--,--,74524,--,--,72023,--,--,86213,--,--,68877,109311,83198,108410,--,--,--,--,126139
BT Bio Technology,80504,--,--,51337,--,86332,60274,--,--,52598,--,73686,47843,--,--,45178,--,46320,83607,--,--,--,--,--
CE Civil,60570,--,--,73809,--,88367,64533,120622,95836,59806,--,--,58498,--,--,53038,60656,62625,65427,--,66993,62859,--,--
CS Computers,27997,67779,--,31255,--,45196,27188,--,--,24875,--,33913,25728,--,--,23446,49237,32159,47542,--,113992,61324,--,--
CT Const. Tech.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124244,--,--,--,--,--,--,--,--
Mgmt.,,,,,,,,,,,,,,,,,,,,,,,,
EC Electronics,46100,--,--,37653,67902,56004,33743,--,--,31729,--,--,45586,--,--,29970,35179,38897,60293,--,93046,55188,--,--
EE Electrical,113941,--,--,103059,--,--,84193,--,--,67056,--,--,79330,--,--,64605,65832,72382,125711,--,--,78721,--,--
IE Info.Science,55139,--,77247,47768,75418,--,33904,--,--,28991,--,--,37742,--,--,28186,48602,55618,90479,--,--,87000,--,--
ME Mechanical,96537,--,--,59033,--,69927,54842,--,--,53566,--,--,61474,--,72449,52515,53021,64058,78371,87235,--,79973,--,--
MT Mechatronics,76637,--,--,101002,--,--,82725,--,--,89084,--,--,90273,--,--,73885,--,93077,82559,--,--,--,--,--
79,,E079  Acharya Institute of Technology  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,18683,--,--,19215,--,--,18072,--,--,14831,24413,20509,15508,--,--,12797,--,15750,28258,--,--,--,--,42720
AU Automobile,56222,--,--,46559,--,61705,58598,--,--,39520,--,--,46430,--,--,38395,45881,42948,63661,--,--,--,--,--
BT Bio Technology,50646,--,--,26034,--,--,--,--,--,--,--,--,--,--,--,19894,70299,24370,54135,--,--,58531,--,--
CE Civil,34098,--,58973,38687,--,39080,29269,63973,--,29738,--,--,30831,--,--,26455,33501,38012,43171,--,55257,30258,--,--
CS Computers,16974,--,--,19365,19552,20430,18008,--,--,13182,--,17517,15856,--,19186,12735,17903,17039,51473,89928,56514,30267,--,--
CT Const. Tech.,120013,--,--,88404,--,--,91289,--,--,72351,--,--,72672,--,--,67925,88337,78995,125839,--,--,--,--,--
Mgmt.,,,,,,,,,,,,,,,,,,,,,,,,
EC Electronics,18053,44386,--,23798,--,28514,25101,--,--,15094,--,29244,16982,--,--,13428,15663,19946,46209,--,67411,25525,--,--
EE Electrical,30356,--,--,28465,--,29324,30426,--,52979,27335,--,--,31502,--,34973,23057,34771,27758,61154,--,61634,32215,39565,--
IE Info.Science,33621,--,--,24271,--,28620,23475,--,39141,20704,--,--,21983,33920,--,18202,25503,21658,83309,--,84081,32505,--,--
ME Mechanical,26031,--,53144,26822,32787,27009,33234,--,--,21744,--,--,26834,--,30854,20100,24992,26281,49383,66925,67184,37837,--,--
MN Mining,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126190,--,--,--,--,--,--,--,--
MS Manufacturing,--,--,--,117100,--,--,--,--,--,95166,--,--,--,--,--,88796,--,--,126310,--,--,--,--,--
Sc. Engg,,,,,,,,,,,,,,,,,,,,,,,,
MT Mechatronics,41567,--,--,25926,--,59092,45794,--,--,44337,--,--,32875,--,--,21979,36326,34785,75101,--,--,--,--,--
81,,E081  H M S Institute of Technology  Tumkur,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,115355,--,,122382122865,--,--,110340,--,--,105311,--,--,108522,--,--,101609105978,,108219122525,,--,,124377107172,--,--
CS Computers,113171,--,--,118399,--,--,111468,--,--,115002,--,--,106490,--,--,106443112430,,107947,--,--,--,108729,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127368,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116864,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127385,--,--,--,--,--,--,--,--
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
82,,,E082  J S S Academy of Technical Education  Bangalore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,27193,--,--,27348,--,35555,36656,--,--,28043,--,30783,33546,--,--,25693,37873,29652,47425,--,--,34608,--,--
CS Computers,10372,28296,--,13199,--,21295,14886,--,--,10466,--,15882,8446,--,--,7394,14184,15524,47784,--,87903,22394,--,--
EC Electronics,11701,--,27083,14251,19974,23735,19068,--,--,11669,--,--,11466,--,29366,9171,17459,14902,56975,67224,101447,24304,--,--
IE Info.Science,13058,--,--,14822,--,24009,25737,--,75789,11861,--,--,14955,26612,--,9751,22040,17599,58008,--,--,30073,--,--
IM Ind. Engg.,82884,--,--,69541,--,--,95105,--,--,49442,--,--,49607,--,--,48997,65807,99797,100985,--,--,79768,--,--
Mgmt.,,,,,,,,,,,,,,,,,,,,,,,,
IT Inst.Tech.,47369,--,--,50026,76311,59222,47198,--,--,40829,--,--,--,--,--,38824,--,54921,109686,--,--,69327,--,--
ME Mechanical,37164,--,--,29518,--,63282,35858,--,--,25550,--,--,26543,--,32761,18934,31267,31598,67877,70627,75862,45485,--,--
83,,E083  H.K.B.K.College of Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,97243,--,--,125959,--,--,82473,--,--,79662,--,,117243122613,--,--,79343,109601106188,,124956,--,--,--,--,--
CS Computers,82042,--,--,71890,72996,--,43800,--,92320,40651,--,111239,45538,--,--,36331,51205,85817,119112,--,--,62929,--,--
EC Electronics,69616,--,--,121889,--,--,70186,--,--,74158,--,--,98533,--,--,67724,--,104809116428,,--,--,--,--,--
EE Electrical,113594,--,--,--,--,--,98828,--,--,--,--,--,--,--,--,98819,--,--,117424,--,--,--,--,--
IE Info.Science,94709,--,--,113664,--,--,61714,--,--,65846,--,--,93835,--,--,59477,--,104787,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,94300,--,--,113740,--,--,100186,--,--,90797,105527123128,,125470,--,--,127404,--,--
85,,,"E085  APS College of Engineering  Somanahalli, Bangalore",,,,,,,,,,,,,,,,,,,,,
